AgentID,X,Y,Type,Status,PopDensity,TempC,Rain_mm
acbbd854-eb19-47bd-acf4-ed2e2bfb7e1c,38.764798,8.986917,UNDEFINED,false,0.00,25.00,0.0000
408dd056-8d68-4847-bac8-40f6e47b62fb,38.737901,8.990688,UNDEFINED,false,0.00,25.00,0.0000
35b7de15-20ae-488d-93ac-1c59cc6be1ca,38.758158,9.029086,UNDEFINED,false,0.00,25.00,0.0000
7b4efa65-29ce-450b-b5d1-0062c1a8b6e6,38.715349,8.993646,UNDEFINED,false,0.00,25.00,0.0000
ef845057-7ee8-449d-bbe8-2e4e576feafa,38.750526,9.012759,UNDEFINED,false,0.00,25.00,0.0000
9695b354-4901-4686-92bf-8370621837cf,38.719946,8.962482,UNDEFINED,false,0.00,25.00,0.0000
5787ce94-ca54-415a-8c40-03f7bd8b6924,38.768158,8.964788,UNDEFINED,false,0.00,25.00,0.0000
ce99e71f-31a7-41e9-b9f1-3f8caaf92ac1,38.791761,9.046392,UNDEFINED,false,0.00,25.00,0.0000
4d79be8b-7979-4fa6-82aa-95ddf6bfc919,38.793554,9.041836,UNDEFINED,false,0.00,25.00,0.0000
8cb584d1-5053-4035-95bc-f37cd5b6101c,38.713950,9.027354,UNDEFINED,false,0.00,25.00,0.0000
9df5948f-5f13-4efb-bcbf-6deb5d57f3bc,38.792232,8.977792,UNDEFINED,false,0.00,25.00,0.0000
2d0ee399-e699-4ee3-b866-cc77ee16393f,38.717274,8.990883,UNDEFINED,false,0.00,25.00,0.0000
b9968fbe-b873-496b-acb0-edcd26221b45,38.781763,9.021729,UNDEFINED,false,0.00,25.00,0.0000
0c9ad705-fb93-4a2b-b725-ba60308dff06,38.729990,9.036909,UNDEFINED,false,0.00,25.00,0.0000
2947883c-71db-49ee-8962-d3f8edcc032a,38.769730,8.984275,UNDEFINED,false,0.00,25.00,0.0000
6a8dd9d5-344a-40b6-a0fd-5ec45c73d20f,38.701833,9.002038,UNDEFINED,false,0.00,25.00,0.0000
4518a468-79f0-4f00-9428-0ad3ddfcb00f,38.789808,8.971343,UNDEFINED,false,0.00,25.00,0.0000
86474072-6938-4d9c-9f00-50bc2c22f436,38.777419,9.024654,UNDEFINED,false,0.00,25.00,0.0000
9ea61a31-21ee-4a67-98c1-8dfd595fb1e6,38.702513,9.003287,UNDEFINED,false,0.00,25.00,0.0000
4c146d09-b82a-423b-959f-d45d4a14c391,38.741481,9.022517,UNDEFINED,false,0.00,25.00,0.0000
4eccc090-2589-4806-b759-24122edcc07a,38.785240,8.996912,UNDEFINED,false,0.00,25.00,0.0000
1a993c0e-f05e-43c4-b1ce-4a05630e81c8,38.768585,9.042486,UNDEFINED,false,0.00,25.00,0.0000
888046bd-8f99-414b-9501-af32e242fed6,38.763143,9.023143,UNDEFINED,false,0.00,25.00,0.0000
dc67b0fe-b607-49dc-a0b4-d215e897b65d,38.769790,8.978159,UNDEFINED,false,0.00,25.00,0.0000
955bf31a-2ea6-4367-a020-3164d896bb88,38.774000,9.022947,UNDEFINED,false,0.00,25.00,0.0000
2f5a75e1-a15a-4f6c-8ccd-f1307eb5e909,38.790605,8.993861,UNDEFINED,false,0.00,25.00,0.0000
0a642073-33ec-43b2-9f79-114f068f6c04,38.770957,9.042198,UNDEFINED,false,0.00,25.00,0.0000
af3ec491-a3cd-4296-bc36-0416f949ffe2,38.758032,8.999144,UNDEFINED,false,0.00,25.00,0.0000
878f41e2-d796-4e5d-979c-8dad95c0b878,38.729987,9.046340,UNDEFINED,false,0.00,25.00,0.0000
20a0f3a9-42b1-4e0e-887d-1a867ce9dec1,38.706254,9.036467,UNDEFINED,false,0.00,25.00,0.0000
904f8aae-a67a-4507-9952-9a75e28afa7f,38.743390,9.039860,UNDEFINED,false,0.00,25.00,0.0000
6db2f010-74b3-4700-a74b-e9d9a4c62141,38.719579,9.008340,UNDEFINED,false,0.00,25.00,0.0000
a9844583-5e8d-4ecd-9c4b-1889de89d216,38.710597,8.950014,UNDEFINED,false,0.00,25.00,0.0000
88d82cfb-9d1e-450e-85e2-faa2b9f023dc,38.789837,9.050000,UNDEFINED,false,0.00,25.00,0.0000
2524b0d8-0952-4a8c-9dd1-6c4e07ae564a,38.718779,8.986130,UNDEFINED,false,0.00,25.00,0.0000
e004db89-9b15-4908-9455-938ed4496b5d,38.726273,9.025821,UNDEFINED,false,0.00,25.00,0.0000
3a423fda-fe77-4c98-8ca1-95b59c1052b8,38.703959,9.037657,UNDEFINED,false,0.00,25.00,0.0000
51967cc5-0b62-45d8-a8e7-aa44fe7acada,38.710343,8.951868,UNDEFINED,false,0.00,25.00,0.0000
e27c230e-9dbc-45af-b2d4-133e888ee8b6,38.732453,8.990704,UNDEFINED,false,0.00,25.00,0.0000
c5c84157-992c-4578-a6b2-ecc90e36ce22,38.791985,8.957706,UNDEFINED,false,0.00,25.00,0.0000
8557c302-7a0f-442c-bdec-e91b7a3904f6,38.772944,9.049820,UNDEFINED,false,0.00,25.00,0.0000
c86096ec-1ab7-4fda-812d-0689827c2aad,38.742759,9.023587,UNDEFINED,false,0.00,25.00,0.0000
03253270-ed4a-4a34-89d8-30bc833d6c20,38.787485,9.014659,UNDEFINED,false,0.00,25.00,0.0000
c9e85897-dbd0-42ac-8e88-b80c04bb1576,38.747650,9.018754,UNDEFINED,false,0.00,25.00,0.0000
6470d322-92f3-4be5-bd65-4ae8c9930ce7,38.788778,9.047449,UNDEFINED,false,0.00,25.00,0.0000
2b605628-66a4-48ba-9d5f-ca01458676bd,38.765080,9.042066,UNDEFINED,false,0.00,25.00,0.0000
66b427f9-03cb-40f6-8c1f-00608ffe2f89,38.767531,9.034930,UNDEFINED,false,0.00,25.00,0.0000
3dc719ea-f45e-411e-81f9-739ce4db0e5e,38.765183,9.006717,UNDEFINED,false,0.00,25.00,0.0000
cb44b7a3-e0f8-45bb-8eda-1db94e57086e,38.742348,8.984073,UNDEFINED,false,0.00,25.00,0.0000
63c77ac5-8f4a-4b2e-aec3-ad1aeb9982c1,38.776088,8.986460,UNDEFINED,false,0.00,25.00,0.0000
b94bb962-579a-4d5d-bf8d-1ad21014f97a,38.737418,9.011328,UNDEFINED,false,0.00,25.00,0.0000
10a379e9-c7d8-4d67-9c1f-2f78c833048a,38.795300,9.043096,UNDEFINED,false,0.00,25.00,0.0000
2a6057de-58a1-450f-ac80-07df154f79dc,38.715265,9.038295,UNDEFINED,false,0.00,25.00,0.0000
b06d4a47-e501-49f7-8019-16dd16e20c35,38.789605,8.988603,UNDEFINED,false,0.00,25.00,0.0000
83e51af4-c5f2-4c53-b7de-423efc605b95,38.750611,9.048251,UNDEFINED,false,0.00,25.00,0.0000
4cf2230b-840a-45af-a086-278933b77b03,38.761744,9.004277,UNDEFINED,false,0.00,25.00,0.0000
8a534720-1153-4d5e-a18e-cbf4b07edd6f,38.755895,8.966899,UNDEFINED,false,0.00,25.00,0.0000
9277e13c-b992-4c45-b1bb-27f6d696e784,38.789883,9.020034,UNDEFINED,false,0.00,25.00,0.0000
e79da3c8-2df3-4c9f-bbf8-5c095358d4e2,38.748307,9.015215,UNDEFINED,false,0.00,25.00,0.0000
fc53db38-64fa-472f-b103-37a61d766f7a,38.741531,8.975402,UNDEFINED,false,0.00,25.00,0.0000
