AgentID,X,Y,Type,Status,PopDensity,TempC,Rain_mm
563217af-9858-4f98-8a58-d577ed46d5f7,38.771886,9.000708,UNDEFINED,false,0.00,25.00,0.0000
20785193-4c48-43e5-af89-fca47b6bf748,38.747530,9.017912,UNDEFINED,false,0.00,25.00,0.0000
c6c238a8-8523-4414-9852-884f0ca48b1e,38.779336,8.987565,UNDEFINED,false,0.00,25.00,0.0000
63cfed91-7d5f-4cc0-84eb-6a5a669e3679,38.702065,8.986566,UNDEFINED,false,0.00,25.00,0.0000
85561a1b-ad09-42a2-809d-f072fa413e73,38.749034,9.017401,UNDEFINED,false,0.00,25.00,0.0000
8353e974-6867-435c-8076-86d23b23105c,38.780722,9.041856,UNDEFINED,false,0.00,25.00,0.0000
9b498028-7913-4e56-a42d-fd086efecb2d,38.729609,9.000986,UNDEFINED,false,0.00,25.00,0.0000
1c2bf305-514c-4225-b3c8-05386c9946a8,38.704302,9.011628,UNDEFINED,false,0.00,25.00,0.0000
4bd62286-f705-411e-91b0-45ca48ce627f,38.789579,9.024513,UNDEFINED,false,0.00,25.00,0.0000
6b15ca49-fe23-499a-8edc-496d581124b1,38.736507,9.006844,UNDEFINED,false,0.00,25.00,0.0000
41a96300-7412-45be-b1fc-65ed57aeb6c9,38.735436,9.027274,UNDEFINED,false,0.00,25.00,0.0000
e32b24c1-a6ba-4411-8ee6-e647da1d2445,38.707966,9.020416,UNDEFINED,false,0.00,25.00,0.0000
5f5dd09a-20ba-44ed-8cba-a8dd61333212,38.718711,9.024361,UNDEFINED,false,0.00,25.00,0.0000
73743938-d83a-4b9c-a582-d1043d10268d,38.727337,8.985120,UNDEFINED,false,0.00,25.00,0.0000
d6954041-08c8-41dd-8582-b71770aa1afb,38.735813,8.983215,UNDEFINED,false,0.00,25.00,0.0000
d80c8444-9f25-4da4-85b4-7e382e62a5eb,38.714386,9.018568,UNDEFINED,false,0.00,25.00,0.0000
8d9c5a18-3886-4bb4-b5d5-08597929bbcc,38.792281,8.966581,UNDEFINED,false,0.00,25.00,0.0000
cf028937-7511-4063-a8e7-665b952fe1c8,38.789882,8.989338,UNDEFINED,false,0.00,25.00,0.0000
ddcd63b8-d934-42d0-834e-de249902efa1,38.752920,8.982442,UNDEFINED,false,0.00,25.00,0.0000
2a2cf56d-0982-436b-92fb-c312838bee08,38.715125,9.045448,UNDEFINED,false,0.00,25.00,0.0000
7d8ee2a2-1c04-4605-9642-8366e6d3cef1,38.751120,9.023584,UNDEFINED,false,0.00,25.00,0.0000
18d38962-adf8-4039-ae19-b620fb6eacaf,38.744807,8.963943,UNDEFINED,false,0.00,25.00,0.0000
c537d3f8-4cfa-4e57-b215-bcc3b229ff00,38.740876,9.031330,UNDEFINED,false,0.00,25.00,0.0000
b1bc49bc-e3cb-4e6b-b565-1c1d2137bfbc,38.726319,9.029171,UNDEFINED,false,0.00,25.00,0.0000
1b5cfce4-5e70-4f7f-b4b0-464ac6f442c0,38.777358,8.989908,UNDEFINED,false,0.00,25.00,0.0000
0fc12b77-76ab-465d-aafc-9c242722954e,38.769591,9.044267,UNDEFINED,false,0.00,25.00,0.0000
d5370766-80a8-4aa4-9182-8e29847af58a,38.793652,8.995417,UNDEFINED,false,0.00,25.00,0.0000
db8305c7-735f-4a43-a2c9-6fed1d2f9c36,38.776753,9.013281,UNDEFINED,false,0.00,25.00,0.0000
1be9d60a-f7b4-4366-a28e-44c41785f870,38.768079,9.004506,UNDEFINED,false,0.00,25.00,0.0000
50afd0b2-1221-4464-a285-6b696b8b8a79,38.798590,9.039037,UNDEFINED,false,0.00,25.00,0.0000
eb636692-9f68-44c3-bc0a-f9870df09f29,38.755053,8.958007,UNDEFINED,false,0.00,25.00,0.0000
98ffe992-5ab9-42f8-970d-811aede3417d,38.785698,8.960191,UNDEFINED,false,0.00,25.00,0.0000
7195e42b-fa90-4b6e-932c-a541c01a36cf,38.717455,9.035320,UNDEFINED,false,0.00,25.00,0.0000
225eecba-333c-4fef-bc81-70e0338a763d,38.752077,8.964027,UNDEFINED,false,0.00,25.00,0.0000
