AgentID,X,Y,Type,Status,PopDensity,TempC,Rain_mm
953d1d97-041d-42fd-9a15-f2a34e05b0cb,38.367362,8.623757,UNDEFINED,false,0.00,25.00,0.0000
786d55e2-a8f6-4ed5-a75c-8b7605206a9b,38.306797,8.582086,UNDEFINED,false,0.00,25.00,0.0000
2f813047-1b7b-4f74-8fd0-875a7793b02a,38.283474,8.653668,UNDEFINED,false,0.00,25.00,0.0000
2160a760-bdb6-48f5-a913-e82183059c9a,38.361014,8.633956,UNDEFINED,false,0.00,25.00,0.0000
ccb9a43c-0fc1-4343-8dc2-70d3fc252c02,38.340747,8.590416,UNDEFINED,false,0.00,25.00,0.0000
8b64ec99-17a0-403e-b543-58c0d4d3aec8,38.368919,8.644680,UNDEFINED,false,0.00,25.00,0.0000
99edd17a-37cf-465a-abc3-a571b74e70b4,38.366041,8.588194,UNDEFINED,false,0.00,25.00,0.0000
834d1a05-8d89-497b-a56a-9c25edbc2669,38.343669,8.665384,UNDEFINED,false,0.00,25.00,0.0000
0fdf75b9-acc8-4835-a2ae-be95fe49a245,38.282428,8.620267,UNDEFINED,false,0.00,25.00,0.0000
26360f59-5c68-45d0-b059-c9049b64fe5a,38.378943,8.671800,UNDEFINED,false,0.00,25.00,0.0000
a36d1fbf-2ae0-430e-a3d3-aba478bf63de,38.291475,8.633974,UNDEFINED,false,0.00,25.00,0.0000
a10049ca-4320-4588-897e-93b07a1d4230,38.335805,8.613171,UNDEFINED,false,0.00,25.00,0.0000
778b719b-ed7d-458a-980e-237618717b62,38.340895,8.603047,UNDEFINED,false,0.00,25.00,0.0000
a81939a2-3baf-4806-ac76-b61d241cce92,38.346441,8.608314,UNDEFINED,false,0.00,25.00,0.0000
fa6cc8e8-eb82-4063-9825-77e9f98a60d1,38.303200,8.626041,UNDEFINED,false,0.00,25.00,0.0000
898c30d1-f39d-4180-80b9-4859e8ddb043,38.300344,8.610626,UNDEFINED,false,0.00,25.00,0.0000
8dec08c7-c303-4f9a-9d67-17e60e96bb62,38.295277,8.666078,UNDEFINED,false,0.00,25.00,0.0000
