TickCount,AgentID,Layer,AgentType,X,Y,Alive,Age,Stage,Energy,Gravid,EggCount,LarvaCount,waterVolume,Resting,RestingDuration,TimeWithoutRest,Elevation,Buildings,Population,tp,t2m,Day
200,63d98306-abb8-4319-b9d1-3e481d438ed8,Mosquitoes,LivingAgent,9.598268,41.853191,1,1045,ADULT,0.421,0,0,0,0.0,0,5,29,2051.3752,0.8388,0.72,0.286,24.62,2.0833333333333335
400,8ce8eb1e-064c-439f-a11d-f667bb12f024,Mosquitoes,LivingAgent,9.606009,41.858921,1,1044,ADULT,0.779,1,0,0,0.0,0,0,74,1783.1202,0.9553,0.82,0.0,26.47,4.166666666666667
400,98b97703-98c3-438d-89b8-000d4b4a2d87,Mosquitoes,LivingAgent,9.594392,41.848329,1,753,LARVA,0.635,0,0,0,0.0,0,0,0,2199.9685,0.6876,0.56,0.0,26.47,4.166666666666667
400,9cb6c9f4-c54e-48d9-947f-d228e4afe71b,Mosquitoes,LivingAgent,9.602947,41.869443,1,1580,ADULT,0.598,0,0,0,0.0,0,0,81,1505.3122,0.7172,0.73,0.0,27.73,4.166666666666667
200,6ae8ce00-78da-4187-b507-5725a20c29fe,Mosquitoes,LivingAgent,9.583566,41.867511,1,1269,ADULT,0.504,0,0,0,0.0,0,0,0,2253.4381,0.472,0.37,0.2222,24.68,2.0833333333333335
100,0b7bc999-486c-468f-b1a1-ee9a6990ea6e,Mosquitoes,LivingAgent,9.592575,41.885647,1,1041,ADULT,0.773,0,0,0,0.0,0,0,0,2053.8866,0.3197,0.36,0.0,23.69,1.0416666666666667
600,95fc0c65-34f6-4cc1-a7af-ad02fb0e8a4d,Mosquitoes,LivingAgent,9.642086,41.863033,1,497,LARVA,0.824,0,0,0,0.0,0,0,49,2133.1777,0.1681,0.12,0.0,31.08,6.25
100,f90c2e1d-4a83-4819-b4ef-05544780408e,Mosquitoes,LivingAgent,9.598504,41.866639,1,578,LARVA,0.76,0,0,0,0.0,0,0,0,1560.1623,0.7559,0.66,0.0,24.44,1.0416666666666667
300,d188f410-c91c-46f6-ab27-869fde50ad39,Mosquitoes,LivingAgent,9.616285,41.823382,1,675,LARVA,0.613,0,0,0,0.0,0,0,0,1988.8868,0.2221,0.28,0.0,24.05,3.125
200,ac79bb91-413d-4709-b829-83c6741d99cb,Mosquitoes,LivingAgent,9.586222,41.859672,1,51,PUPA,0.705,0,0,0,0.0,0,0,0,2066.3168,0.5757,0.47,0.2772,24.58,2.0833333333333335
400,0aa2bc4c-de83-4f21-b1b2-754f782ce035,Mosquitoes,LivingAgent,9.61882,41.868369,1,591,ADULT,0.695,0,0,0,0.0,0,0,59,2107.1881,0.6158,0.59,0.0,27.11,4.166666666666667
100,19a9dd4b-0076-421e-8808-9d7159496367,Mosquitoes,LivingAgent,9.634247,41.814529,1,220,PUPA,0.578,0,0,0,0.0,0,0,0,2449.3571,0.0,0.12,0.0,27.41,1.0416666666666667
300,71e93e01-7531-4cd6-83a9-5dfc3d0631d1,Mosquitoes,LivingAgent,9.575929,41.861084,1,519,LARVA,0.785,0,0,0,0.0,0,0,0,2309.0471,0.355,0.43,0.0,25.18,3.125
600,30bda72b-a8ba-4111-8185-717513deadb1,Mosquitoes,LivingAgent,9.580741,41.860998,1,1049,ADULT,0.604,0,0,0,0.0,0,0,14,2236.6469,0.4541,0.36,0.0,32.27,6.25
200,29d2a06d-15e7-44df-a6d9-99bc0f9f17ad,Mosquitoes,LivingAgent,9.620211,41.854726,1,564,ADULT,0.407,1,0,0,0.0,0,0,0,1997.4922,0.6547,0.64,0.2595,24.51,2.0833333333333335
100,218a2644-acd8-416a-9b82-9985964d436c,Mosquitoes,LivingAgent,9.595116,41.867887,1,624,ADULT,0.451,0,0,0,0.0,0,0,0,1657.306,0.6744,0.55,0.0,22.92,1.0416666666666667
300,4f52552e-5f52-44b3-8d43-89a6a6233e72,Mosquitoes,LivingAgent,9.608771,41.855846,1,1912,ADULT,0.568,0,0,0,0.0,0,0,13,1927.9349,0.9175,0.77,0.0,25.75,3.125
100,f09cbe4f-261e-4a57-b4d4-46ad53bf97f4,Mosquitoes,LivingAgent,9.592417,41.825576,1,1399,ADULT,0.336,0,0,0,0.0,0,0,0,1984.3487,0.2461,0.37,0.0003,30.82,1.0416666666666667
600,7fb32776-2bf6-435a-b3e4-5ba7e805a74a,Mosquitoes,LivingAgent,9.612396,41.864317,1,449,LARVA,0.727,0,0,0,0.0,0,0,0,1794.2929,0.7737,0.65,0.0,31.08,6.25
500,1a10c607-a2ec-4f3e-acd6-2ccccd07e01a,Mosquitoes,LivingAgent,9.581436,41.841537,1,201,PUPA,0.632,0,0,0,0.0,0,0,25,1666.4969,0.3787,0.46,0.0,31.13,5.208333333333333
200,d9909e95-b1a9-4b8e-83df-f304b6a96136,Mosquitoes,LivingAgent,9.582358,41.8546,1,334,LARVA,0.899,0,0,0,0.0,0,0,0,1996.2929,0.4964,0.38,0.2595,24.51,2.0833333333333335
200,b1fdd727-9b63-45ac-9dc1-9a11245637b4,Mosquitoes,LivingAgent,9.581728,41.852366,1,66,PUPA,0.748,0,0,0,0.0,0,0,0,1928.8076,0.4705,0.4,0.2506,24.47,2.0833333333333335
300,97f23bce-fdc9-4065-8134-6eb193cc9ae7,Mosquitoes,LivingAgent,9.585748,41.828547,1,39,ADULT,0.514,0,0,0,0.0,1,1,0,1961.3266,0.2511,0.24,0.0,23.99,3.125
400,124a4fd3-cdbb-4534-a05d-a02a30956a7a,Mosquitoes,LivingAgent,9.60974,41.823261,1,614,ADULT,0.59,0,0,0,0.0,0,5,5,1905.6344,0.2533,0.32,0.0,28.96,4.166666666666667
200,0ff36283-553b-4ae2-b9c0-e6778298c91e,Mosquitoes,LivingAgent,9.573009,41.87315,1,60,PUPA,0.77,0,0,0,0.0,0,0,0,2433.6098,0.2129,0.16,0.2316,24.61,2.0833333333333335
700,35aeddf9-bb6b-4cfb-aaa4-23be6dbd9dd1,Mosquitoes,LivingAgent,9.619175,41.839471,1,906,ADULT,0.628,0,0,0,0.0,0,0,92,1844.364,0.5032,0.51,0.0,34.31,7.291666666666667
300,5ee828d6-b640-447a-9913-5e306f30cc79,Mosquitoes,LivingAgent,9.594631,41.874222,1,493,ADULT,0.696,0,0,0,0.0,0,0,0,1719.4859,0.5609,0.58,0.0,29.43,3.125
500,e4d5b5b9-a22e-49fb-94cd-35170b677b37,Mosquitoes,LivingAgent,9.587601,41.854721,1,639,ADULT,0.41,0,0,0,0.0,0,0,0,1999.7424,0.6153,0.56,0.0,28.69,5.208333333333333
300,7ee013ab-add6-49d2-beee-0fe7d26ca8cc,Mosquitoes,LivingAgent,9.626662,41.874677,1,73,PUPA,0.563,0,0,0,0.0,0,0,15,2366.5494,0.3878,0.42,0.0,28.84,3.125
500,5b367929-e536-4e22-a283-bd920ef3924b,Mosquitoes,LivingAgent,9.609069,41.852769,1,1754,ADULT,0.34,0,0,0,0.0,0,0,0,2081.4478,0.8719,0.75,0.0,31.13,5.208333333333333
200,af2d6703-90f7-4015-9c45-ca1abc0af742,Mosquitoes,LivingAgent,9.615459,41.870562,1,480,LARVA,0.777,0,0,0,0.0,0,0,0,1911.0512,0.628,0.69,0.2595,24.51,2.0833333333333335
300,4a478820-6057-4cd2-9a2b-d681294b6acc,Mosquitoes,LivingAgent,9.604396,41.859146,1,233,LARVA,0.863,0,0,0,0.0,0,0,0,1769.8523,0.9553,0.89,0.0,25.18,3.125
300,1647e9b4-d1ab-4104-8976-83035e61dc9e,Mosquitoes,LivingAgent,9.573287,41.869687,1,102,PUPA,0.676,0,0,0,0.0,0,0,0,2495.3485,0.2461,0.22,0.0,28.84,3.125
100,f68c717a-eaaa-4d08-862c-28550ca78a77,Mosquitoes,LivingAgent,9.599971,41.8858,1,217,LARVA,0.881,0,0,0,0.0,0,0,32,2161.3702,0.3488,0.3,0.0003,30.82,1.0416666666666667
400,66dbc578-d276-4659-b996-5bf63689a20f,Mosquitoes,LivingAgent,9.631735,41.841165,1,679,LARVA,0.73,0,0,0,0.0,0,0,0,1501.381,0.3174,0.33,0.0,26.47,4.166666666666667
400,cfe3972a-7541-4ee0-8bbb-6196a2e3aead,Mosquitoes,LivingAgent,9.598128,41.859875,1,116,ADULT,0.559,0,0,0,0.0,0,0,96,1758.4104,0.8291,0.77,0.0,28.34,4.166666666666667
100,2f4a4c47-ff04-4139-9780-b3978f4f5cd2,Mosquitoes,LivingAgent,9.624161,41.854819,1,1585,ADULT,0.421,0,0,0,0.0,0,0,0,1995.4845,0.5757,0.55,0.0,22.92,1.0416666666666667
200,2492c902-a505-4ef5-964b-2044f4ba6dfa,Mosquitoes,LivingAgent,9.602267,41.839827,1,520,ADULT,0.47,1,0,0,0.0,0,0,0,2499.5292,0.6153,0.49,0.2222,24.68,2.0833333333333335
400,34cc9ec7-33a8-4e64-b2a4-a0c93a34a570,Mosquitoes,LivingAgent,9.61554,41.877292,1,1606,ADULT,0.535,1,0,0,0.0,0,0,0,1974.7262,0.4988,0.52,0.0,25.84,4.166666666666667
200,34d5eba4-b240-4d8d-9d4e-de644e6df87b,Mosquitoes,LivingAgent,9.616253,41.840177,1,139,PUPA,0.558,0,0,0,0.0,0,0,0,2041.5088,0.5506,0.62,0.2411,24.54,2.0833333333333335
600,072b94cb-326f-4c93-a4de-34b8ceef7e40,Mosquitoes,LivingAgent,9.591928,41.870067,1,246,ADULT,0.797,0,0,0,0.0,0,5,31,1780.2477,0.604,0.64,0.0,31.08,6.25
400,c7843959-6eaf-4f87-923a-bfd9740c63d8,Mosquitoes,LivingAgent,9.606677,41.860255,1,477,LARVA,0.647,0,0,0,0.0,0,0,14,1755.1177,0.9279,0.83,0.0,28.34,4.166666666666667
300,18303727-f759-4d75-a5ea-8388f6d967bf,Mosquitoes,LivingAgent,9.586592,41.820899,1,1253,ADULT,0.533,0,0,0,0.0,0,0,0,2038.1237,0.1056,0.14,0.0,27.58,3.125
400,dd31fa9e-3691-4222-b933-09c708c2cf8b,Mosquitoes,LivingAgent,9.614608,41.853551,1,345,ADULT,0.556,0,0,0,0.0,0,0,19,2010.215,0.7659,0.68,0.0,27.11,4.166666666666667
500,5273774d-7a45-427b-ba0a-42cdba647133,Mosquitoes,LivingAgent,9.597912,41.835471,1,408,LARVA,0.679,0,0,0,0.0,0,0,0,2373.4217,0.494,0.56,0.0,29.95,5.208333333333333
200,d9d592a6-9461-4554-affe-42cbddc69609,Mosquitoes,LivingAgent,9.590579,41.839022,1,428,LARVA,0.639,0,0,0,0.0,0,0,48,2126.4919,0.4878,0.4,0.2411,24.54,2.0833333333333335
300,f02b0099-641b-432f-acb5-54c07b70d80b,Mosquitoes,LivingAgent,9.587601,41.859961,1,1169,ADULT,0.642,0,0,0,0.0,0,0,12,2011.5256,0.6153,0.52,0.0,26.94,3.125
300,36e748a6-e4fa-4d10-b930-92fd5245770e,Mosquitoes,LivingAgent,9.619114,41.886545,1,1485,ADULT,0.388,0,0,0,0.0,0,0,0,1947.1696,0.2845,0.37,0.0,27.58,3.125
500,879e80a4-20a2-4f10-a2f6-5bbbe75fe7c3,Mosquitoes,LivingAgent,9.605176,41.843982,1,697,ADULT,0.76,0,0,0,0.0,0,0,0,2429.9617,0.72,0.69,0.0,28.69,5.208333333333333
100,3b077a2f-ae24-4c83-b71f-de1fe7ca47b2,Mosquitoes,LivingAgent,9.586999,41.870319,1,385,ADULT,0.676,0,0,0,0.0,1,2,0,2068.908,0.5,0.57,0.0,25.93,1.0416666666666667
500,f58f4e10-43fe-4d20-9af3-dc9e33058c98,Mosquitoes,LivingAgent,9.605192,41.824374,1,899,ADULT,0.655,0,0,0,0.0,0,5,54,1918.5072,0.28,0.36,0.0,28.69,5.208333333333333
300,b9795020-1620-43db-a298-2d6418a205c1,Mosquitoes,LivingAgent,9.620522,41.850059,1,1755,ADULT,0.562,0,0,0,0.0,0,0,0,1900.759,0.6242,0.56,0.0,29.43,3.125
500,7b7a8e1f-c9ae-4988-9395-524fb349a3b5,Mosquitoes,LivingAgent,9.592252,41.846936,1,1147,ADULT,0.442,0,0,0,0.0,0,5,51,2160.6199,0.6439,0.67,0.0,29.95,5.208333333333333
100,b48d4b6f-bee5-4f86-917f-23863bae87d3,Mosquitoes,LivingAgent,9.578587,41.855381,1,899,LARVA,0.77,0,0,0,0.0,0,0,0,2037.765,0.4186,0.42,0.0,27.41,1.0416666666666667
300,889cfb88-7eb8-4191-a306-20c0ba8a7601,Mosquitoes,LivingAgent,9.607595,41.849363,1,195,PUPA,0.743,0,0,0,0.0,0,0,0,2239.2036,0.8103,0.67,0.0,24.05,3.125
400,77a101b0-d5aa-403b-9d51-a626ffcbf722,Mosquitoes,LivingAgent,9.623695,41.886759,1,935,ADULT,0.635,0,0,0,0.0,0,0,67,1842.7698,0.2177,0.22,0.0,26.47,4.166666666666667
400,1b4263a8-d735-4d92-a075-aeccdc49fa15,Mosquitoes,LivingAgent,9.584615,41.848278,1,378,LARVA,0.9,0,0,0,0.0,0,0,0,1860.3229,0.4984,0.57,0.0,26.47,4.166666666666667
400,79bc64a1-f823-4039-a081-8584d2ad2cfe,Mosquitoes,LivingAgent,9.610506,41.874106,1,685,LARVA,0.709,0,0,0,0.0,0,0,8,1742.53,0.6015,0.61,0.0,27.73,4.166666666666667
200,7ca4e07b-2f64-4532-823f-7b09fce8646e,Mosquitoes,LivingAgent,9.60725,41.867709,1,1341,ADULT,0.468,0,0,0,0.0,0,0,0,1559.8001,0.7567,0.7,0.286,25.16,2.0833333333333335
400,da169f5e-714d-491d-9a80-362ca1fc5457,Mosquitoes,LivingAgent,9.605529,41.858964,1,130,PUPA,0.781,0,0,0,0.0,0,0,63,1783.1202,0.9553,0.82,0.0,25.84,4.166666666666667
100,a1e800ce-999c-48a3-a39d-a7174acd6eb1,Mosquitoes,LivingAgent,9.628473,41.868215,1,1465,ADULT,0.714,0,0,0,0.0,0,0,33,2482.2863,0.4273,0.44,0.0,27.41,1.0416666666666667
300,d9403771-2315-4d07-8169-77c4e413739a,Mosquitoes,LivingAgent,9.581051,41.871697,1,293,LARVA,0.833,0,0,0,0.0,0,0,0,2320.9236,0.3894,0.38,0.0,24.61,3.125
100,ca640f9b-0077-43c9-b59d-3545acc13dc6,Mosquitoes,LivingAgent,9.598724,41.866641,1,852,LARVA,0.871,0,0,0,0.0,0,0,0,1560.1623,0.7559,0.66,0.0,22.93,1.0416666666666667
100,d45105cd-5030-479c-b318-bf3d9fd67169,Mosquitoes,LivingAgent,9.608592,41.859465,1,203,PUPA,0.765,0,0,0,0.0,0,0,0,1785.7996,0.9,0.76,0.0002,30.18,1.0416666666666667
100,992c2782-b577-4b95-8750-efeeaaefad17,Mosquitoes,LivingAgent,9.578014,41.851135,1,37,PUPA,0.775,0,0,0,0.0,0,0,0,1817.7772,0.3839,0.35,0.0,23.69,1.0416666666666667
100,c7a1a576-69a7-4a36-9b37-01905d3355de,Mosquitoes,LivingAgent,9.595191,41.87346,1,287,ADULT,0.536,0,0,0,0.0,0,0,0,1701.0289,0.5781,0.46,0.0,25.18,1.0416666666666667
400,fe56b531-45a8-4460-8b73-8e7d2362bcf0,Mosquitoes,LivingAgent,9.597859,41.83882,1,629,ADULT,0.71,0,0,0,0.0,1,3,0,2431.4267,0.5692,0.64,0.0,26.47,4.166666666666667
100,390d8e58-ee83-4520-bc99-aa9f6fcfe46f,Mosquitoes,LivingAgent,9.617805,41.864122,1,607,ADULT,0.745,1,0,0,0.0,0,5,42,2051.6033,0.6775,0.71,0.0,27.41,1.0416666666666667
500,ab59dbdd-8f53-404a-a238-0e967069e6db,Mosquitoes,LivingAgent,9.625995,41.876596,1,162,LARVA,0.624,0,0,0,0.0,0,0,0,2291.0818,0.3771,0.46,0.0,31.13,5.208333333333333
200,6f822ff3-8fe4-4f77-9ba8-70910fe1b6e9,Mosquitoes,LivingAgent,9.614479,41.881742,1,1596,ADULT,0.563,1,0,0,0.0,0,0,0,1978.5725,0.4242,0.42,0.2316,24.61,2.0833333333333335
200,50582ca7-49b3-4f48-adae-d7282b9dd0f9,Mosquitoes,LivingAgent,9.60059,41.840039,1,773,ADULT,0.61,0,0,0,0.0,0,0,0,2488.3424,0.6071,0.48,0.2222,24.68,2.0833333333333335
100,966ee5ec-316a-476d-bf56-0eb95197de94,Mosquitoes,LivingAgent,9.621159,41.852085,1,464,ADULT,0.732,0,0,0,0.0,1,3,0,1924.0714,0.6205,0.54,0.0002,30.18,1.0416666666666667
100,a74ceaec-ad6b-428e-aed4-1b96de5ae7ec,Mosquitoes,LivingAgent,9.618115,41.859176,1,1900,ADULT,0.713,0,0,0,0.0,1,1,0,2027.3026,0.7172,0.72,0.0002,30.18,1.0416666666666667
100,e0207bde-47c0-4096-aa49-bfa61258a131,Mosquitoes,LivingAgent,9.611489,41.848858,1,1392,ADULT,0.696,0,0,0,0.0,0,0,44,2158.2736,0.772,0.72,0.0,23.69,1.0416666666666667
300,5534d070-76d5-4089-b72c-1a8251dc977f,Mosquitoes,LivingAgent,9.587643,41.862803,1,776,ADULT,0.583,0,0,0,0.0,0,0,0,2016.1243,0.6015,0.58,0.0,24.05,3.125
400,5474ebb9-4d71-4935-baf4-4644c3fee9e9,Mosquitoes,LivingAgent,9.608363,41.890514,1,1368,ADULT,0.496,0,0,0,0.0,0,0,0,2289.2638,0.2557,0.37,0.0,27.73,4.166666666666667
300,de783864-18e0-4584-b5fd-163dc905f53c,Mosquitoes,LivingAgent,9.579497,41.872019,1,142,PUPA,0.72,0,0,0,0.0,0,0,0,2384.1298,0.355,0.38,0.0,24.05,3.125
200,91e8be68-e696-46b5-a994-4fc0056b82dc,Mosquitoes,LivingAgent,9.604248,41.82782,1,110,PUPA,0.633,0,0,0,0.0,0,0,0,2111.6076,0.3597,0.44,0.2411,24.54,2.0833333333333335
300,70212dd4-deb6-46bd-b97b-4693869dfead,Mosquitoes,LivingAgent,9.631154,41.861384,1,938,LARVA,0.734,0,0,0,0.0,0,0,0,2353.9598,0.4114,0.35,0.0,24.03,3.125
400,cda0b3f5-febf-4ea3-bc0c-b68be698a911,Mosquitoes,LivingAgent,9.639867,41.856776,1,1105,ADULT,0.674,0,0,0,0.0,0,0,0,2082.9594,0.24,0.37,0.0,26.47,4.166666666666667
600,a14d9c0a-d315-4ea0-ba7a-82a030936b53,Mosquitoes,LivingAgent,9.629111,41.890291,1,126,ADULT,0.789,0,0,0,0.0,0,5,1,1630.1056,0.0839,0.16,0.0,31.08,6.25
100,016df02f-61cf-4477-92ca-be9a45bfc437,Mosquitoes,LivingAgent,9.605385,41.8503,1,1029,ADULT,0.509,0,0,0,0.0,0,0,0,2235.0615,0.84,0.81,0.0,22.91,1.0416666666666667
100,7733dc01-0278-4a1f-96a4-61767b5539a1,Mosquitoes,LivingAgent,9.615846,41.845147,1,155,PUPA,0.516,0,0,0,0.0,0,0,0,2035.2341,0.6462,0.61,0.0002,30.18,1.0416666666666667
200,9d706956-9f29-4132-bca6-9fcf8e671b66,Mosquitoes,LivingAgent,9.587114,41.844356,1,357,ADULT,0.36,1,0,0,0.0,0,0,0,1936.7247,0.5117,0.57,0.2772,24.58,2.0833333333333335
100,608da0a4-29e9-4fa8-8d5e-429215543991,Mosquitoes,LivingAgent,9.576042,41.844481,1,234,ADULT,0.335,0,0,0,0.0,0,0,0,1563.347,0.3014,0.23,0.0,23.09,1.0416666666666667
300,c1096710-af66-4eaa-9d09-11921aa078c5,Mosquitoes,LivingAgent,9.580826,41.877121,1,4,PUPA,0.581,0,0,0,0.0,0,0,0,2226.8254,0.3034,0.36,0.0,25.18,3.125
300,ebc9a6f8-0df8-4167-abf3-75dad95eaf9b,Mosquitoes,LivingAgent,9.605169,41.876251,1,1493,ADULT,0.478,1,0,0,0.0,0,0,0,1671.7858,0.58,0.54,0.0,25.75,3.125
200,226c026f-fe7c-47c9-aa9a-046d0c920fc1,Mosquitoes,LivingAgent,9.59026,41.86312,1,1159,ADULT,0.336,1,0,0,0.0,0,0,0,1893.3483,0.6507,0.66,0.2316,24.61,2.0833333333333335
300,e466e58d-44f7-4d3d-948d-41e954c2b22b,Mosquitoes,LivingAgent,9.596685,41.831662,1,118,PUPA,0.502,0,0,0,0.0,0,0,12,2240.7785,0.4118,0.42,0.0,25.18,3.125
100,6b754a9a-6fe2-410a-8309-90425402309e,Mosquitoes,LivingAgent,9.611672,41.869713,1,216,PUPA,0.526,0,0,0,0.0,0,0,0,1726.5337,0.687,0.56,0.0002,30.18,1.0416666666666667
500,6e9cfdbb-54bb-4823-9c6e-481cc5ba9b20,Mosquitoes,LivingAgent,9.601823,41.8565,1,1705,ADULT,0.587,0,0,0,0.0,0,5,62,1907.3322,0.9175,0.85,0.0,31.13,5.208333333333333
100,62b6caa4-9a13-43da-8a48-e0e0c506038c,Mosquitoes,LivingAgent,9.605337,41.846114,1,64,PUPA,0.543,0,0,0,0.0,0,0,0,2379.2391,0.76,0.69,0.0,24.44,1.0416666666666667
300,e550a7b5-3256-486b-b245-0bc4ce7433d6,Mosquitoes,LivingAgent,9.603215,41.85141,1,1915,ADULT,0.65,0,0,0,0.0,0,0,60,2153.0771,0.8735,0.86,0.0,27.58,3.125
300,8c168328-3723-4dad-ad27-a8fb56f840e8,Mosquitoes,LivingAgent,9.604615,41.84239,1,692,ADULT,0.584,0,0,0,0.0,0,5,71,2463.5431,0.68,0.55,0.0,24.01,3.125
500,58673869-8555-4808-afea-a5d2d4bf53c2,Mosquitoes,LivingAgent,9.582419,41.842276,1,1759,ADULT,0.616,0,0,0,0.0,0,0,0,1710.6991,0.4064,0.47,0.0,31.13,5.208333333333333
500,5873aa81-fd34-47ad-85e8-33bdd3af901c,Mosquitoes,LivingAgent,9.620261,41.859497,1,331,PUPA,0.696,0,0,0,0.0,0,0,60,2112.2192,0.6547,0.64,0.0,30.57,5.208333333333333
400,33f5000f-f1e9-4982-9763-90ac94f6e9f6,Mosquitoes,LivingAgent,9.586825,41.891402,1,923,LARVA,0.662,0,0,0,0.0,0,0,0,1942.7693,0.1412,0.22,0.0,27.73,4.166666666666667
200,00e7b71e-0abf-4bd6-971d-201a2a6556ac,Mosquitoes,LivingAgent,9.604862,41.848901,1,554,PUPA,0.6,0,0,0,0.0,0,0,57,2275.6063,0.82,0.65,0.2772,24.58,2.0833333333333335
300,041d1bb5-88e8-4016-892d-3758fdf10908,Mosquitoes,LivingAgent,9.601442,41.89536,1,1668,ADULT,0.488,0,0,0,0.0,0,0,0,2484.3467,0.1562,0.16,0.0,25.18,3.125
400,a859a953-aba8-4b5e-9633-59b085c4749e,Mosquitoes,LivingAgent,9.595084,41.855247,1,1485,ADULT,0.407,1,0,0,0.0,1,2,0,1969.9106,0.7764,0.73,0.0,25.2,4.166666666666667
300,1133d669-1162-465b-af72-0b1ab727128f,Mosquitoes,LivingAgent,9.571495,41.847865,1,966,LARVA,0.783,0,0,0,0.0,0,0,68,1685.0882,0.2334,0.22,0.0,24.01,3.125
300,16aeb32f-cf7f-4a6d-8560-a8738a8f01a3,Mosquitoes,LivingAgent,9.630391,41.86774,1,278,ADULT,0.553,0,0,0,0.0,1,3,0,2497.5452,0.3907,0.37,0.0,28.21,3.125
300,39415c5d-3932-4d70-a77a-623d88e941a2,Mosquitoes,LivingAgent,9.591962,41.864788,1,161,PUPA,0.515,0,0,0,0.0,0,0,0,1804.0698,0.6775,0.6,0.0,24.05,3.125
400,11391183-84b8-4061-b184-d30492effbc6,Mosquitoes,LivingAgent,9.597761,41.833347,1,1472,ADULT,0.433,0,0,0,0.0,1,3,0,2321.3472,0.4559,0.37,0.0,28.34,4.166666666666667
200,05db5769-8dd5-474b-aa62-3f6cf5e9a0f2,Mosquitoes,LivingAgent,9.611417,41.883068,1,1297,ADULT,0.731,0,0,0,0.0,0,0,0,2012.6664,0.4033,0.42,0.2506,24.47,2.0833333333333335
600,df49adb6-3488-447f-943a-49cfe7d421b1,Mosquitoes,LivingAgent,9.626176,41.842787,1,110,LARVA,0.755,0,0,0,0.0,0,0,0,1588.8997,0.4396,0.53,0.0,31.68,6.25
200,5e8bde7f-c8f5-44c4-ae0a-bd2609f1b341,Mosquitoes,LivingAgent,9.588011,41.891441,1,1422,ADULT,0.705,1,0,0,0.0,0,0,0,1983.1371,0.1503,0.11,0.2772,24.58,2.0833333333333335
300,480e993c-7e3d-416f-94c2-39d2e29d0671,Mosquitoes,LivingAgent,9.587295,41.856682,1,268,PUPA,0.516,0,0,0,0.0,0,0,0,2020.0152,0.6,0.52,0.0,28.84,3.125
300,35af5e16-78dd-43c8-831c-c0b00fd7ce3e,Mosquitoes,LivingAgent,9.62163,41.831668,1,540,ADULT,0.691,0,0,0,0.0,0,0,0,1854.6069,0.3343,0.26,0.0,24.61,3.125
300,f6c7fce9-d40e-4ef5-8250-91b85b512a20,Mosquitoes,LivingAgent,9.626506,41.839225,1,664,LARVA,0.681,0,0,0,0.0,0,0,0,1555.1429,0.3752,0.36,0.0,26.94,3.125
100,acbd0cf3-49d6-4b6e-83a9-f4d96d4048ad,Mosquitoes,LivingAgent,9.594976,41.86666,1,135,ADULT,0.553,1,0,0,0.0,0,0,0,1661.8706,0.6889,0.6,0.0002,30.18,1.0416666666666667
300,12efbc19-3a8f-4839-9fc9-fd4f8fa870d5,Mosquitoes,LivingAgent,9.588023,41.881061,1,74,PUPA,0.659,0,0,0,0.0,0,0,0,2005.2238,0.356,0.35,0.0,26.31,3.125
500,450d2b0f-1977-4d35-abf6-7e93a701938f,Mosquitoes,LivingAgent,9.562876,41.87147,1,154,PUPA,0.799,0,0,0,0.0,0,0,0,2185.019,0.0259,0.17,0.0,31.13,5.208333333333333
200,d2e2e869-569b-4f8f-997f-ebdaa7d0cb13,Mosquitoes,LivingAgent,9.60177,41.88488,1,581,LARVA,0.874,0,0,0,0.0,0,0,0,2121.0038,0.3749,0.43,0.2127,24.76,2.0833333333333335
200,921588c1-c08c-4515-bc64-171947efa125,Mosquitoes,LivingAgent,9.60543,41.840557,1,366,ADULT,0.305,0,0,0,0.0,0,0,0,2478.6445,0.64,0.69,0.2411,24.54,2.0833333333333335
600,821f77b4-74a2-4028-a649-ce7b7b243951,Mosquitoes,LivingAgent,9.574899,41.860519,1,118,PUPA,0.632,0,0,0,0.0,0,0,68,2314.7013,0.3352,0.38,0.0,31.68,6.25
100,9f977e8e-4645-451b-84ef-626fcb82f440,Mosquitoes,LivingAgent,9.599061,41.859857,1,629,LARVA,0.731,0,0,0,0.0,0,0,0,1746.0506,0.8477,0.75,0.0,27.41,1.0416666666666667
200,9cbfaa6a-056e-439a-98ba-b4e9c102f22f,Mosquitoes,LivingAgent,9.603004,41.849,1,215,LARVA,0.879,0,0,0,0.0,0,0,0,2286.3096,0.8156,0.78,0.2595,24.51,2.0833333333333335
300,6d84e2aa-e1fb-4b05-8a7e-b12405aa3342,Mosquitoes,LivingAgent,9.579273,41.834972,1,154,ADULT,0.446,0,0,0,0.0,1,1,0,1653.6043,0.2624,0.2,0.0,27.58,3.125
300,3b8603d2-2bd7-4578-858f-70669f13a43c,Mosquitoes,LivingAgent,9.625832,41.874281,1,829,LARVA,0.834,0,0,0,0.0,0,0,0,2346.8612,0.4033,0.46,0.0,28.21,3.125
300,d496bfb5-e225-45d1-a02b-04cec441e488,Mosquitoes,LivingAgent,9.605064,41.872292,1,955,ADULT,0.412,0,0,0,0.0,0,0,0,1561.5879,0.66,0.6,0.0,26.94,3.125
100,8ca34600-5d97-472a-9ed7-d64967aebdf7,Mosquitoes,LivingAgent,9.597066,41.844584,1,512,ADULT,0.373,0,0,0,0.0,0,0,0,2366.8984,0.6671,0.59,0.0,26.67,1.0416666666666667
