TickCount,AgentID,Layer,AgentType,X,Y,Alive,Age,Stage,Energy,Gravid,EggCount,LarvaCount,waterVolume,Resting,RestingDuration,TimeWithoutRest,Elevation,Buildings,Population,tp,t2m,Day
400,e673ab50-deab-42bd-aabb-e1919b5e199f,Mosquitoes,LivingAgent,9.610573,41.858905,1,136,LARVA,0.605,0,0,0,0.0,0,0,0,1852.1205,0.8735,0.78,0.0,25.2,4.166666666666667
500,a275976b-f191-432d-a04e-d6a1dd9b7752,Mosquitoes,LivingAgent,9.632957,41.864834,1,73,ADULT,0.335,0,0,0,0.0,1,3,0,2429.4282,0.3597,0.38,0.0,30.57,5.208333333333333
300,f3c4ea70-5d0e-4450-91a9-c166d03cda92,Mosquitoes,LivingAgent,9.607894,41.841703,1,1617,ADULT,0.651,0,0,0,0.0,0,0,0,2410.9236,0.6547,0.54,0.0,24.01,3.125
200,a0ae1a08-ae0f-440b-9268-77ede60c159e,Mosquitoes,LivingAgent,9.601948,41.844041,1,720,ADULT,0.799,1,0,0,0.0,0,0,0,2448.3448,0.7136,0.73,0.2772,24.58,2.0833333333333335
200,9e65aa18-2dda-4eec-b89b-d850691c4ef2,Mosquitoes,LivingAgent,9.613116,41.868117,1,1645,ADULT,0.668,0,0,0,0.0,0,0,0,1813.7081,0.7,0.61,0.2772,24.58,2.0833333333333335
200,6a2b0891-84d3-4649-afdc-7b9689defe3b,Mosquitoes,LivingAgent,9.602779,41.853186,1,767,LARVA,0.867,0,0,0,0.0,0,0,0,2055.8612,0.9106,0.9,0.2595,24.51,2.0833333333333335
300,449d49d1-ba24-4c20-bda3-9c6b5b8641bd,Mosquitoes,LivingAgent,9.617165,41.858369,1,85,LARVA,0.726,0,0,0,0.0,0,0,18,2003.1776,0.7392,0.75,0.0,28.21,3.125
300,df1f28ab-a4b9-47af-8c66-8c91c402e660,Mosquitoes,LivingAgent,9.58497,41.842702,1,1077,ADULT,0.363,0,0,0,0.0,1,3,0,1838.067,0.4559,0.46,0.0,29.43,3.125
100,c802a3c7-187c-48a5-bf1c-845dd7e711e5,Mosquitoes,LivingAgent,9.605321,41.853515,1,1062,ADULT,0.313,0,0,0,0.0,0,5,0,2053.7729,0.92,0.93,0.0003,30.82,1.0416666666666667
700,f78d2c30-ac00-4155-9a33-503bc42830c4,Mosquitoes,LivingAgent,9.60927,41.851004,1,932,ADULT,0.757,0,0,0,0.0,0,0,83,2141.39,0.828,0.85,0.0,34.31,7.291666666666667
200,9ec25930-6784-4e05-baf3-607da4ae0b91,Mosquitoes,LivingAgent,9.58232,41.833125,1,602,ADULT,0.471,1,0,0,0.0,1,3,0,1779.3452,0.2786,0.36,0.2772,24.58,2.0833333333333335
100,b48fd64d-5330-4fbd-8974-6ade30425109,Mosquitoes,LivingAgent,9.601451,41.854254,1,62,ADULT,0.507,0,0,0,0.0,0,0,0,2006.1553,0.9,0.73,0.0001,29.54,1.0416666666666667
100,0ead9908-9608-42be-8288-e68cc816e1bb,Mosquitoes,LivingAgent,9.588943,41.871266,1,13,ADULT,0.631,0,0,0,0.0,0,0,0,1972.2655,0.5183,0.44,0.0,22.91,1.0416666666666667
100,793c0412-1c58-4b26-bc12-1d5d4c096880,Mosquitoes,LivingAgent,9.575323,41.848589,1,1761,ADULT,0.421,0,0,0,0.0,1,0,0,1714.9837,0.3159,0.31,0.0,28.89,1.0416666666666667
500,805882e3-4c15-4a86-b25c-3e0fd4f7d2ec,Mosquitoes,LivingAgent,9.621245,41.838159,1,259,PUPA,0.696,0,0,0,0.0,0,0,37,1760.1183,0.4468,0.35,0.0,30.57,5.208333333333333
400,912001c2-ec7f-453e-a080-7cdaf8922ac1,Mosquitoes,LivingAgent,9.614634,41.856428,1,66,LARVA,0.843,0,0,0,0.0,0,0,0,1983.0122,0.7791,0.71,0.0,28.96,4.166666666666667
600,be0a2448-857b-49fa-b592-2ca2a21feb7a,Mosquitoes,LivingAgent,9.606848,41.875578,1,1157,ADULT,0.405,0,0,0,0.0,1,3,0,1666.9808,0.598,0.48,0.0,31.68,6.25
600,2ffb8cdb-35d5-469a-b8ff-217c998554d6,Mosquitoes,LivingAgent,9.622825,41.868929,1,860,ADULT,0.362,0,0,0,0.0,0,0,86,2328.4469,0.5229,0.56,0.0,32.27,6.25
100,b7d5505d-219b-407c-96f7-fb088284e61f,Mosquitoes,LivingAgent,9.590891,41.827541,1,19,PUPA,0.56,0,0,0,0.0,0,0,0,2016.4625,0.2665,0.37,0.0,22.95,1.0416666666666667
300,ca48b087-5bb8-4fc3-a20b-34d4353823f5,Mosquitoes,LivingAgent,9.591331,41.83142,1,880,LARVA,0.879,0,0,0,0.0,0,0,0,2103.2182,0.3647,0.36,0.0,24.05,3.125
300,0d20b460-feff-4720-85f0-0f8c263c3396,Mosquitoes,LivingAgent,9.617542,41.875243,1,119,ADULT,0.439,0,0,0,0.0,0,0,63,2043.9334,0.5117,0.53,0.0,28.84,3.125
100,619335f2-7db2-40e9-8e01-9799f778237d,Mosquitoes,LivingAgent,9.575722,41.853778,1,1593,ADULT,0.383,1,0,0,0.0,0,0,0,1945.3903,0.355,0.28,0.0001,29.54,1.0416666666666667
500,053b34bb-addd-44de-bb4b-7bddb4cf9c18,Mosquitoes,LivingAgent,9.589943,41.861477,1,84,PUPA,0.642,0,0,0,0.0,0,0,72,1944.1052,0.6456,0.6,0.0,31.13,5.208333333333333
200,3cc4393f-4077-4042-abcb-2d4cba7feeca,Mosquitoes,LivingAgent,9.64803,41.81381,1,727,ADULT,0.744,0,0,0,0.0,0,0,0,1866.8282,0.0,0.08,0.286,25.69,2.0833333333333335
500,d28fdf8c-7830-4aaa-b271-948b7f1956e7,Mosquitoes,LivingAgent,9.581573,41.864271,1,74,ADULT,0.326,0,0,0,0.0,1,0,0,2299.0679,0.4559,0.4,0.0,30.57,5.208333333333333
600,eb2c426b-2a88-404a-b195-4496b02be608,Mosquitoes,LivingAgent,9.606344,41.887811,1,750,ADULT,0.516,0,0,0,0.0,0,0,50,2240.3825,0.3197,0.38,0.0,31.08,6.25
100,d24bab30-b4d6-41b5-8473-08cbfb4947ed,Mosquitoes,LivingAgent,9.618505,41.868968,1,40,PUPA,0.572,0,0,0,0.0,0,0,0,2107.5448,0.603,0.63,0.0,27.41,1.0416666666666667
200,2d9263d6-2c20-4517-9982-252ff72168db,Mosquitoes,LivingAgent,9.630751,41.844338,1,81,LARVA,0.655,0,0,0,0.0,0,0,0,1552.2739,0.3739,0.29,0.2772,24.58,2.0833333333333335
400,baa019de-eed5-4980-9ea5-ab9201608955,Mosquitoes,LivingAgent,9.603267,41.833921,1,134,ADULT,0.479,0,0,0,0.0,1,0,0,2367.2828,0.4785,0.38,0.0,28.96,4.166666666666667
100,76dbfb6b-7b01-4f85-b968-126108d9be09,Mosquitoes,LivingAgent,9.5981,41.871028,1,915,ADULT,0.423,0,0,0,0.0,1,0,0,1574.4149,0.66,0.62,0.0,24.44,1.0416666666666667
100,28299e61-8334-406e-9dc4-87a2b944002d,Mosquitoes,LivingAgent,9.610176,41.857526,1,1147,ADULT,0.321,0,0,0,0.0,0,0,0,1910.4668,0.88,0.81,0.0,27.41,1.0416666666666667
100,217762b1-68f6-454e-8e50-0dc83cf14534,Mosquitoes,LivingAgent,9.63322,41.875565,1,792,LARVA,0.682,0,0,0,0.0,0,0,0,2365.6011,0.2622,0.23,0.0,25.93,1.0416666666666667
100,7fdd070f-508b-45e1-92d9-dce7d4027ca6,Mosquitoes,LivingAgent,9.578318,41.85215,1,212,ADULT,0.576,1,0,0,0.0,0,0,0,1909.0195,0.4114,0.38,0.0,26.67,1.0416666666666667
300,f6424225-2c26-4718-8445-08f96e5a16bb,Mosquitoes,LivingAgent,9.597117,41.850912,1,229,PUPA,0.77,0,0,0,0.0,0,0,0,2163.9824,0.772,0.74,0.0,25.18,3.125
500,ae5563f1-30ce-4150-be55-fd745d5de345,Mosquitoes,LivingAgent,9.615529,41.835808,1,907,ADULT,0.69,0,0,0,0.0,0,5,63,2037.5594,0.4812,0.39,0.0,31.68,5.208333333333333
100,eaffcedd-30c9-489a-adc4-bba4a9cadb2e,Mosquitoes,LivingAgent,9.625361,41.876165,1,1314,ADULT,0.582,0,0,0,0.0,1,2,0,2271.6513,0.3917,0.45,0.0003,30.82,1.0416666666666667
400,2f5b2c6d-fdf1-48f9-8940-532913cfa8fc,Mosquitoes,LivingAgent,9.586448,41.858849,1,1786,ADULT,0.66,0,0,0,0.0,0,0,68,2033.0585,0.598,0.55,0.0,26.47,4.166666666666667
200,15250497-0146-410e-a62b-fec1e37f95be,Mosquitoes,LivingAgent,9.574196,41.863836,1,1758,ADULT,0.541,1,0,0,0.0,0,0,0,2417.1784,0.3057,0.4,0.2595,24.51,2.0833333333333335
200,9fa51a31-2884-48e0-82f6-ee721a4e2766,Mosquitoes,LivingAgent,9.597614,41.861273,1,1316,ADULT,0.443,0,0,0,0.0,0,0,0,1691.1703,0.8113,0.83,0.286,24.62,2.0833333333333335
400,e340b426-d92e-440d-98b2-6c44ecde7096,Mosquitoes,LivingAgent,9.616271,41.878,1,271,PUPA,0.677,0,0,0,0.0,0,0,0,1978.1443,0.4812,0.54,0.0,28.96,4.166666666666667
500,96233a0e-9965-4b24-9a2c-2df3aee5c2d3,Mosquitoes,LivingAgent,9.626898,41.886591,1,258,LARVA,0.877,0,0,0,0.0,0,0,9,1847.5994,0.2,0.29,0.0,30.57,5.208333333333333
200,22acd610-a39c-4c41-8073-d10158cbeff2,Mosquitoes,LivingAgent,9.595856,41.887642,1,1809,ADULT,0.343,1,0,0,0.0,0,0,0,2196.4995,0.2912,0.32,0.2772,24.58,2.0833333333333335
500,9a100d4e-86a6-4e46-ba3f-f4ecf7ae1e93,Mosquitoes,LivingAgent,9.591048,41.831955,1,778,LARVA,0.834,0,0,0,0.0,0,0,0,2103.2182,0.3647,0.36,0.0,28.69,5.208333333333333
500,41ec2dbb-e29d-47c4-ac00-01968d5bce3f,Mosquitoes,LivingAgent,9.630692,41.83812,1,699,ADULT,0.32,0,0,0,0.0,0,0,0,1515.2281,0.3,0.33,0.0,31.13,5.208333333333333
200,2de350d5-a32e-4447-b470-1082f1a9f0c0,Mosquitoes,LivingAgent,9.589525,41.866914,1,1447,ADULT,0.43,0,0,0,0.0,0,0,0,1922.4468,0.595,0.58,0.2595,24.51,2.0833333333333335
200,e2b8b53b-ec4b-4d32-8678-9551f5ca7543,Mosquitoes,LivingAgent,9.616698,41.840258,1,236,PUPA,0.659,0,0,0,0.0,0,0,0,1991.6003,0.5396,0.61,0.2595,24.51,2.0833333333333335
400,13beebe7-564d-45ef-9e7c-2184fe3041ab,Mosquitoes,LivingAgent,9.612935,41.870204,1,320,LARVA,0.722,0,0,0,0.0,0,0,22,1814.3357,0.6671,0.58,0.0,28.34,4.166666666666667
100,46bad3fa-c673-4125-b085-5edb662a7b1c,Mosquitoes,LivingAgent,9.60766,41.831508,1,1280,ADULT,0.419,0,0,0,0.0,1,1,0,2244.8952,0.4368,0.37,0.0,24.44,1.0416666666666667
300,2c4b5896-4113-4bcd-abb4-6d05cb64b6fe,Mosquitoes,LivingAgent,9.592046,41.853832,1,1507,ADULT,0.51,0,0,0,0.0,0,0,0,2024.8149,0.7088,0.7,0.0,27.58,3.125
100,2b898e06-f27b-405a-97f8-b056fbfa9831,Mosquitoes,LivingAgent,9.628853,41.857345,1,266,ADULT,0.311,0,0,0,0.0,0,5,23,2137.2811,0.48,0.47,0.0,25.93,1.0416666666666667
300,3119b58e-a380-43f7-be76-764a7276b612,Mosquitoes,LivingAgent,9.594145,41.87122,1,324,LARVA,0.866,0,0,0,0.0,0,0,0,1709.2963,0.6,0.56,0.0,26.31,3.125
300,360387be-da5e-46ad-b5a8-b25badac87f6,Mosquitoes,LivingAgent,9.600502,41.832326,1,1068,ADULT,0.333,1,0,0,0.0,0,0,0,2325.6524,0.4508,0.38,0.0,24.05,3.125
300,0422a22a-fd69-4bda-ba7e-e83a38ce19f3,Mosquitoes,LivingAgent,9.600709,41.853791,1,1027,ADULT,0.744,0,0,0,0.0,0,0,0,2054.8162,0.8719,0.84,0.0,29.43,3.125
500,1447737f-0da0-4e41-82d2-bdb1c60dacfb,Mosquitoes,LivingAgent,9.615846,41.856328,1,872,LARVA,0.84,0,0,0,0.0,0,0,39,1992.2514,0.7592,0.65,0.0,28.69,5.208333333333333
200,f35918f0-cbdc-44c2-81d1-a42f8e41ece7,Mosquitoes,LivingAgent,9.610512,41.880648,1,312,ADULT,0.657,0,0,0,0.0,1,1,0,1920.694,0.4663,0.55,0.2772,24.58,2.0833333333333335
300,cc90591c-edd7-4c0b-9e75-451398a70c27,Mosquitoes,LivingAgent,9.611193,41.893876,1,277,ADULT,0.584,0,0,0,0.0,1,2,0,2260.9483,0.1681,0.25,0.0,24.05,3.125
100,ca71d6f8-d0c6-4be8-97d7-1c3d7ee00ba6,Mosquitoes,LivingAgent,9.605269,41.847593,1,30,PUPA,0.501,0,0,0,0.0,0,0,0,2348.0571,0.78,0.67,0.0004,31.47,1.0416666666666667
100,6bd6408e-6be3-449e-8e0b-4fe36b6513ca,Mosquitoes,LivingAgent,9.570618,41.859699,1,1584,ADULT,0.459,0,0,0,0.0,1,2,0,2258.3493,0.2376,0.35,0.0,23.69,1.0416666666666667
100,7988f247-f58b-4595-b673-a2a0a74b5558,Mosquitoes,LivingAgent,9.594876,41.860919,1,650,LARVA,0.864,0,0,0,0.0,0,0,0,1781.7399,0.7659,0.68,0.0,22.93,1.0416666666666667
400,6f323d44-91f3-4c8a-be86-15f6faa2155a,Mosquitoes,LivingAgent,9.581278,41.886394,1,948,ADULT,0.733,0,0,0,0.0,0,0,0,1885.4567,0.1754,0.22,0.0,25.2,4.166666666666667
200,3247b59c-53aa-45c8-bddb-7b82d25ee4d8,Mosquitoes,LivingAgent,9.584599,41.866833,1,150,LARVA,0.808,0,0,0,0.0,0,0,0,2210.1146,0.4901,0.46,0.286,25.69,2.0833333333333335
300,a18319d0-6db3-4ddc-be36-6e2302a1f8cf,Mosquitoes,LivingAgent,9.585344,41.837273,1,178,ADULT,0.352,0,0,0,0.0,0,5,81,1842.1833,0.3777,0.33,0.0,23.99,3.125
100,77b67ac3-bbec-4419-98c2-8f40647fcd98,Mosquitoes,LivingAgent,9.604149,41.824258,1,750,LARVA,0.776,0,0,0,0.0,0,0,0,1916.5077,0.2797,0.38,0.0,24.44,1.0416666666666667
200,1c824145-0ddd-461c-b34c-e7f9e1b8040f,Mosquitoes,LivingAgent,9.586638,41.848683,1,1656,ADULT,0.639,0,0,0,0.0,0,0,0,1959.4404,0.5614,0.51,0.286,24.62,2.0833333333333335
700,0aaa0288-d59e-44f2-85a1-8bbcb0130928,Mosquitoes,LivingAgent,9.592732,41.86286,1,1510,ADULT,0.433,0,0,0,0.0,0,0,73,1828.3981,0.6954,0.63,0.0,34.31,7.291666666666667
100,c49191c8-89f9-48d4-84f9-5852f161fc30,Mosquitoes,LivingAgent,9.633702,41.851208,1,668,LARVA,0.779,0,0,0,0.0,0,0,0,1811.478,0.3449,0.34,0.0,24.44,1.0416666666666667
600,c51e5b1f-3442-4674-9a9b-b1034019080d,Mosquitoes,LivingAgent,9.591513,41.873026,1,916,LARVA,0.863,0,0,0,0.0,0,0,42,1847.515,0.5314,0.6,0.0,31.08,6.25
100,7070d8df-b29c-4825-b7f7-53a4b8ab7fad,Mosquitoes,LivingAgent,9.613752,41.879292,1,1052,ADULT,0.365,0,0,0,0.0,0,0,0,1938.7315,0.48,0.55,0.0003,30.82,1.0416666666666667
100,bdf4d82e-aca6-4e22-89e0-ea10aaf3f605,Mosquitoes,LivingAgent,9.58482,41.834891,1,617,LARVA,0.693,0,0,0,0.0,0,0,0,1865.8132,0.334,0.31,0.0002,30.18,1.0416666666666667
400,7929411f-8dd6-4a86-90d1-6439e475c5b9,Mosquitoes,LivingAgent,9.607001,41.872049,1,487,ADULT,0.363,0,0,0,0.0,1,0,0,1580.2563,0.6775,0.73,0.0,27.11,4.166666666666667
200,331f9095-1e6f-4aaa-a29b-7fe66656f3e6,Mosquitoes,LivingAgent,9.594369,41.856402,1,76,ADULT,0.339,0,0,0,0.0,0,0,0,1942.9405,0.7592,0.64,0.2772,24.58,2.0833333333333335
300,76d6449f-2984-48f0-8989-64b37c2dc9da,Mosquitoes,LivingAgent,9.607208,41.876709,1,284,ADULT,0.372,0,0,0,0.0,1,0,0,1731.2746,0.5582,0.49,0.0,25.18,3.125
400,32886daf-2e13-4713-89b8-aabd7f082572,Mosquitoes,LivingAgent,9.629859,41.861581,1,1282,ADULT,0.651,0,0,0,0.0,0,0,0,2350.1425,0.4508,0.5,0.0,27.73,4.166666666666667
300,ca81418b-4276-4268-b4e0-7549dabad96a,Mosquitoes,LivingAgent,9.605813,41.827889,1,1164,ADULT,0.567,0,0,0,0.0,0,0,0,2105.1735,0.3597,0.44,0.0,28.84,3.125
100,2f0708a9-4559-4bae-9814-9c817705d287,Mosquitoes,LivingAgent,9.580716,41.861382,1,391,LARVA,0.618,0,0,0,0.0,0,0,0,2264.2294,0.4508,0.5,0.0003,30.82,1.0416666666666667
200,2e5c0eb1-9737-4a9e-af0a-72a6d62f15c1,Mosquitoes,LivingAgent,9.618395,41.854197,1,63,PUPA,0.611,0,0,0,0.0,0,0,0,1998.6675,0.6941,0.65,0.2411,24.54,2.0833333333333335
300,34c61cc6-4209-41d8-957d-aeb5674272c9,Mosquitoes,LivingAgent,9.609087,41.88729,1,941,LARVA,0.82,0,0,0,0.0,0,0,0,2166.6764,0.3352,0.25,0.0,24.01,3.125
500,2b56090c-edf7-46a9-a4c8-75a7b5d97889,Mosquitoes,LivingAgent,9.627372,41.846199,1,1822,ADULT,0.598,1,0,0,0.0,0,0,0,1629.0362,0.4454,0.43,0.0,29.32,5.208333333333333
500,7670b2b5-ea91-4f96-9140-4ebafb489b3f,Mosquitoes,LivingAgent,9.615465,41.866852,1,1503,ADULT,0.49,0,0,0,0.0,0,0,47,1910.4427,0.6889,0.69,0.0,28.69,5.208333333333333
400,52f1b771-f8f4-4522-ae6e-ea4374d0febc,Mosquitoes,LivingAgent,9.594762,41.833097,1,931,ADULT,0.725,0,0,0,0.0,1,1,0,2253.5772,0.4354,0.36,0.0,26.47,4.166666666666667
100,d6aa3dc0-e353-451a-9e0b-a53865ad8b05,Mosquitoes,LivingAgent,9.596756,41.876186,1,991,ADULT,0.417,0,0,0,0.0,0,0,0,1719.9256,0.5431,0.56,0.0002,30.18,1.0416666666666667
300,f5531f61-bf1b-4439-8838-88ac761992b8,Mosquitoes,LivingAgent,9.643353,41.868888,1,284,ADULT,0.38,1,0,0,0.0,0,0,0,2111.4292,0.1207,0.08,0.0,24.05,3.125
100,64be4c2e-7bda-4da7-8af2-6f545791c329,Mosquitoes,LivingAgent,9.584565,41.863865,1,1586,ADULT,0.796,0,0,0,0.0,0,0,0,2178.3697,0.5192,0.42,0.0003,30.82,1.0416666666666667
500,b54dbbd8-a76b-4e07-86c7-aa9f3ee1d2ac,Mosquitoes,LivingAgent,9.574994,41.851492,1,1435,ADULT,0.686,0,0,0,0.0,0,0,49,1847.6144,0.3292,0.28,0.0,28.69,5.208333333333333
600,a9f98294-8678-4eb8-9c1e-7b356bcad589,Mosquitoes,LivingAgent,9.593112,41.854394,1,927,ADULT,0.777,0,0,0,0.0,0,5,70,2003.282,0.7332,0.74,0.0,31.08,6.25
500,616b775a-2bdb-4960-9d33-e1d85750c5d1,Mosquitoes,LivingAgent,9.620126,41.851151,1,2,ADULT,0.616,0,0,0,0.0,0,0,0,1918.8682,0.6323,0.57,0.0,28.69,5.208333333333333
200,1d095f33-6210-4bcd-b25b-356e246cacb5,Mosquitoes,LivingAgent,9.583731,41.877096,1,550,LARVA,0.655,0,0,0,0.0,0,0,0,2129.9986,0.3634,0.36,0.2683,24.55,2.0833333333333335
300,9f863fd8-51b1-40aa-82e9-9e7528a58518,Mosquitoes,LivingAgent,9.605317,41.855507,1,1617,ADULT,0.73,0,0,0,0.0,0,0,20,1958.0476,0.96,0.96,0.0,25.18,3.125
100,3db5c2fe-b0d7-454a-9f5d-048e730f09a3,Mosquitoes,LivingAgent,9.604166,41.848359,1,872,LARVA,0.729,0,0,0,0.0,0,0,0,2321.0869,0.799,0.65,0.0,22.93,1.0416666666666667
100,038cc33c-9ecd-4b63-ad12-01aeeee8c9f5,Mosquitoes,LivingAgent,9.590746,41.8578,1,1538,ADULT,0.511,0,0,0,0.0,0,0,0,1951.7056,0.6794,0.63,0.0,27.41,1.0416666666666667
200,25f20890-2e21-40b1-8e25-8c33d3c49b0b,Mosquitoes,LivingAgent,9.594309,41.854754,1,35,PUPA,0.732,0,0,0,0.0,0,0,0,2003.7901,0.7526,0.7,0.2411,24.54,2.0833333333333335
200,277ba710-99f7-4e98-b227-79dea0c582a6,Mosquitoes,LivingAgent,9.612797,41.832055,1,927,LARVA,0.785,0,0,0,0.0,0,0,0,2110.0134,0.4118,0.48,0.2772,24.58,2.0833333333333335
400,972030fb-96f5-4074-9237-2cd3eaf1b385,Mosquitoes,LivingAgent,9.615193,41.883036,1,70,PUPA,0.783,0,0,0,0.0,0,0,9,2004.1899,0.3797,0.45,0.0,27.73,4.166666666666667
600,f05b6e6d-f1b0-42c6-b215-4551f26d2ac2,Mosquitoes,LivingAgent,9.58357,41.836248,1,1116,ADULT,0.707,0,0,0,0.0,1,0,0,1766.9748,0.3352,0.42,0.0,31.68,6.25
400,b9204f5c-65ca-4a41-aae2-cbf3efe69d2f,Mosquitoes,LivingAgent,9.599847,41.87159,1,1245,ADULT,0.636,0,0,0,0.0,1,0,0,1547.8783,0.6582,0.52,0.0,26.47,4.166666666666667
100,29f11340-957b-4879-ad82-f3ccf8cf0fcd,Mosquitoes,LivingAgent,9.600069,41.865522,1,922,LARVA,0.736,0,0,0,0.0,0,0,0,1546.681,0.7941,0.73,0.0,25.18,1.0416666666666667
100,d1bafef0-b5aa-4570-94a3-a0e22676a3b4,Mosquitoes,LivingAgent,9.581021,41.833939,1,782,LARVA,0.638,0,0,0,0.0,0,0,0,1750.9588,0.2646,0.21,0.0,22.93,1.0416666666666667
200,44e2e307-7606-47eb-8dc4-4a0beb12932d,Mosquitoes,LivingAgent,9.622321,41.831796,1,6,ADULT,0.619,0,0,0,0.0,0,0,0,1829.7938,0.3232,0.24,0.286,25.69,2.0833333333333335
100,443ee63b-fe1e-4c72-af0b-86c7d685777a,Mosquitoes,LivingAgent,9.594206,41.889894,1,383,ADULT,0.574,0,0,0,0.0,1,0,0,2207.6401,0.2411,0.34,0.0,23.69,1.0416666666666667
400,5a991738-de99-4693-b5e1-f8b865f9a1cd,Mosquitoes,LivingAgent,9.589968,41.839028,1,394,LARVA,0.659,0,0,0,0.0,0,0,5,2078.0835,0.475,0.4,0.0,26.47,4.166666666666667
200,e3d8c9c0-aa25-46cf-8ca8-73fcd23f1b73,Mosquitoes,LivingAgent,9.601396,41.861691,1,962,LARVA,0.651,0,0,0,0.0,0,0,48,1647.9006,0.8719,0.87,0.2411,24.54,2.0833333333333335
100,9aa34eb8-cd6c-4239-8c04-f380d7ede073,Mosquitoes,LivingAgent,9.632626,41.873449,1,378,LARVA,0.812,0,0,0,0.0,0,0,0,2430.0728,0.3003,0.41,0.0003,30.82,1.0416666666666667
400,2f430f7e-dc1a-412f-a2d5-663bdb21f985,Mosquitoes,LivingAgent,9.613292,41.853642,1,264,LARVA,0.675,0,0,0,0.0,0,0,0,2020.9656,0.803,0.76,0.0,27.73,4.166666666666667
400,4912a2e2-2a74-4604-a855-49dd3f03e5b9,Mosquitoes,LivingAgent,9.612094,41.852724,1,196,PUPA,0.585,0,0,0,0.0,0,0,0,2048.9681,0.8113,0.68,0.0,28.96,4.166666666666667
200,442617c3-1a84-4fa0-91f5-6ad0d304bb87,Mosquitoes,LivingAgent,9.594821,41.830436,1,432,LARVA,0.726,0,0,0,0.0,0,0,0,2173.608,0.3797,0.31,0.286,25.16,2.0833333333333335
400,247e92e1-fba4-4949-99ca-27db4221ec69,Mosquitoes,LivingAgent,9.609047,41.868434,1,750,LARVA,0.768,0,0,0,0.0,0,0,81,1614.9538,0.747,0.63,0.0,25.2,4.166666666666667
200,47b37edb-50d9-4c46-a9d6-6d27abd041bf,Mosquitoes,LivingAgent,9.611954,41.830609,1,1658,ADULT,0.512,0,0,0,0.0,1,2,0,2117.2763,0.3983,0.34,0.2506,24.47,2.0833333333333335
600,c0dfd930-c88f-4474-86ab-d11ce3bcd751,Mosquitoes,LivingAgent,9.594301,41.857251,1,164,ADULT,0.519,0,0,0,0.0,0,0,0,1913.2195,0.76,0.62,0.0,32.27,6.25
300,5c0be84a-4b4f-444f-b605-3892663d9c5f,Mosquitoes,LivingAgent,9.624618,41.852076,1,638,LARVA,0.73,0,0,0,0.0,0,0,0,1878.0399,0.5439,0.56,0.0,25.18,3.125
100,f3bfdaca-b4ce-40dd-a7e8-eb6a71cab8fb,Mosquitoes,LivingAgent,9.602338,41.857259,1,35,LARVA,0.637,0,0,0,0.0,0,0,0,1858.1798,0.94,0.88,0.0,27.41,1.0416666666666667
500,6ce52164-eb81-4300-89e8-2de30aed5190,Mosquitoes,LivingAgent,9.61298,41.862119,1,324,PUPA,0.64,0,0,0,0.0,0,0,41,1855.017,0.7837,0.71,0.0,29.95,5.208333333333333
400,3b923a98-c132-49b2-b4fd-ad2a24eaa794,Mosquitoes,LivingAgent,9.589036,41.840887,1,1053,ADULT,0.34,0,0,0,0.0,0,0,0,2029.1373,0.4909,0.57,0.0,25.84,4.166666666666667
200,63696d5f-00d1-46b5-9bd4-bf268f54cda6,Mosquitoes,LivingAgent,9.604308,41.839216,1,879,ADULT,0.485,0,0,0,0.0,1,2,0,2486.3104,0.5995,0.61,0.286,25.16,2.0833333333333335
300,330318fd-8317-45f1-9664-f6e1ac2bf149,Mosquitoes,LivingAgent,9.627018,41.854146,1,1686,ADULT,0.393,0,0,0,0.0,0,0,0,1994.4331,0.5163,0.48,0.0,24.03,3.125
400,0d1f9f1e-6532-4824-8cd1-5df0f7cfd865,Mosquitoes,LivingAgent,9.630715,41.850436,1,191,LARVA,0.829,0,0,0,0.0,0,0,5,1799.8923,0.4228,0.46,0.0,28.96,4.166666666666667
200,8762fb50-2a17-4f08-8ddd-67a176a9efda,Mosquitoes,LivingAgent,9.586114,41.831308,1,829,ADULT,0.677,1,0,0,0.0,1,1,0,1929.6008,0.3,0.4,0.2222,24.68,2.0833333333333335
300,8d7922ae-658b-43be-8746-7d3ba8f0b849,Mosquitoes,LivingAgent,9.620375,41.863119,1,277,PUPA,0.535,0,0,0,0.0,0,0,0,2168.9667,0.6323,0.64,0.0,24.03,3.125
300,6faf6c13-02e8-4e31-bffa-7e5df146fd2f,Mosquitoes,LivingAgent,9.600722,41.857735,1,293,ADULT,0.9,0,0,0,0.0,0,0,17,1815.2577,0.898,0.81,0.0,26.31,3.125
300,0c7c8862-6ac4-4be5-8690-cd3339f56edf,Mosquitoes,LivingAgent,9.572218,41.842625,1,727,ADULT,0.651,0,0,0,0.0,0,0,0,1523.6345,0.2121,0.25,0.0,28.21,3.125
400,90fee056-1d86-4b23-b646-ecd9163c0fec,Mosquitoes,LivingAgent,9.587438,41.854697,1,389,LARVA,0.748,0,0,0,0.0,0,0,0,1999.7424,0.6153,0.56,0.0,25.84,4.166666666666667
600,cdc67bfc-ab2c-447c-89d8-93e305d5d6e3,Mosquitoes,LivingAgent,9.603093,41.856264,1,952,ADULT,0.584,1,0,0,0.0,0,5,28,1907.1015,0.9553,0.88,0.0,31.68,6.25
